,count,example,word-de,word-en,word-es
3664,1,Trump ordena el despliegue de la Guardia Nacional en Washington contra la delincuencia,Kriminalität,crime,delincuencia
3665,1,"El silbato como arma para la reeducación de menores que delinquen: un arbitraje, un partido menos de castigo",Delinquen,Delinquen,delinquen
3666,1,Las primeras palabras de Haakon de Noruega tras la imputación de Marius Borg Høiby por cuatro delitos de violación: “Ha sido desafiante y difícil”,Straftaten,crimes,delitos
3667,1,Cocaïna i literatura: no parlar del sexe dels àngels,dels,dels,dels
3668,1,"Dembélé, el futbolista distraído que puede convertise en el Balón de Oro más deseado por Francia",Debelle,Dembélé,Dembélé
3669,1,"Uribe vuelve a la libertad y a la campaña: “No vamos a decir fuera Petro, vamos a decir adentro democracia”",SLOWENIEN-Demokratie,democracy”,democracia”
3670,1,"Medvedev libera sus demonios, otra vez: “Hubiera hecho algo peor, pero no puedo porque hay reglas”",Dämonen,Damn it.,demonios
3671,1,El Atlético supera al Newcastle y demuestra estar a punto,zeigt,Shows,demuestra
3672,1,Los demócratas se lanzan a la ofensiva para recuperar terreno entre los votantes,Demokraten,Democrats,demócratas
3673,1,Esta lima de uñas eléctrica sirve para tu bebé y para ti si te dan dentera las limas convencionales,Dentera,tooth,dentera
3674,1,La alerta sanitaria por el uso del dentífrico Colgate Total Clean Mint se extiende por América Latina,Zahnpasta,toothpaste,dentífrico
3675,1,"Relojes de lujo, bolsos Louis Vuitton y un auditor torero: así funcionaba la red de corrupción en Pemex denunciada por Estados Unidos",angekündigt,Reported,denunciada
3676,1,Denunciado un hombre por arrancar una piedra del acueducto de Segovia y tratar de subastarla en Internet,Abgelehnt,Reported,Denunciado
3677,1,"Alyson Stoner, la última estrella infantil en denunciar las dificultades de crecer en Hollywood: “Eras recompensado por ser maleable y fácil de trabajar”",Meldung,report,denunciar
3678,1,"Pedro Velázquez, jefe de la Guardia Urbana: “No es normal que no podamos recoger algunas denuncias”",Angebliche Beschwerden,“denunciations”,denuncias”
3679,1,El Congreso argentino frena la motosierra de Milei y le depara una semana negra al Gobierno ultra,depara,depara,depara
3680,1,Los países del Sahel crean un banco de desarrollo propio para reducir su dependencia exterior,Abhängigkeit,Dependency,dependencia
3681,1,Muere un joven con parálisis cerebral en una residencia clandestina para personas dependientes de Elche,abhängig,Dependents,dependientes
3682,1,Trump encuentra en África un salvavidas para su programa de deportaciones exprés de migrantes,Deportationen,deportations,deportaciones
3683,1,La deportación que frustró los planes de boda de Sara y Kinzie,Deportation,deportation,deportación
3684,1,"Trump Burger, el restaurante trumpista cuyo dueño está a punto de ser deportado",deportiert,deported,deportado
3685,1,Criminales de por vida: los inmigrantes que cumplieron sus condenas y Trump quiere deportar,deportieren,deport,deportar
3686,1,Claves para fomentar hábitos saludables y la práctica deportiva en niños y adolescentes,Sport,sports,deportiva
3687,1,"El arquitecto conservador de la Mezquita de Córdoba: “Lo que ardió realmente fue la cortina, por eso el fuego fue tan deprisa hacia arriba”",schnell,Hurry up.,deprisa
3688,1,¿Pollo o pasta? Las aerolíneas no quieren derrochar tanta comida,Vergeuden,waste,derrochar
3689,1,El lento renacer del espigueo como solución al derroche alimentario,Verschwendung,waste,derroche
3690,1,Alcaraz y Raducanu se estrenan con derrota bajo los focos del US Open,Niederlage,defeat,derrota
3691,1,España y Reino Unido planean derrumbar la verja con Gibraltar el próximo enero,kollabieren,collapsing,derrumbar
3692,1,Las primeras palabras de Haakon de Noruega tras la imputación de Marius Borg Høiby por cuatro delitos de violación: “Ha sido desafiante y difícil”,herausfordernd,challenging,desafiante
3693,1,Las mujeres en Afganistán desafían a los talibanes con clubes de lectura secretos en WhatsApp y Telegram,Herausforderungen,challenge,desafían
3694,1,"Ter Stegen, una carrera marcada por los desafíos",Herausforderungen,Challenges,desafíos
3695,1,Lamine Yamal abrillanta un partido desagradable,ekelhaft,Distasteful.,desagradable
3696,1,Desalojado un camping de El Vendrell (Tarragona) por un incendio que ha quemado quince vehículos,Entfernt,Evicted,Desalojado
3697,1,La orden judicial de desalojo de un hotel del Reino Unido con solicitantes de asilo da alas a la ultraderecha,Räumung,eviction,desalojo
3698,1,"El fuego asola España: declarada la fase de preemergencia tras miles de desalojos en León, Madrid y Cádiz",Räumungen,evictions,desalojos
3699,1,Mejores coches desarrollados en menos tiempo: así es la guarida donde Renault prepara los modelos del futuro,entwickelt,developed,desarrollados
3700,1,"20 años del huracán ‘Katrina’: héroes, activistas climáticos y músicos cuentan cómo el desastre les cambió la vida",Katastrophe,disaster,desastre
3701,1,"La Giralda y el Big Ben, o los desastres del Brexit",Katastrophen,disasters,desastres
3702,1,Trump anuncia el despliegue de la Guardia Nacional en Chicago por considerar “un desastre” la seguridad en la ciudad,HERAUSGEFÜHRTE HERAUSFORDERUNGEN,disaster”,desastre”
3703,1,La falta de avances en la reforma del profesorado amenaza con desatar una tormenta educativa en el inicio de curso,loslassen,untie,desatar
3704,1,"La presa de Buseo de la Generalitat que se desbordó en la dana: “Hasta que no ha habido muertos, no se le ha hecho caso”",Über Bord,overflowed,desbordó
3705,1,Los incansables ‘nadadores’ presionan en la frontera de Ceuta: “Te los encuentras mojados y descalzos por la carretera”,barfuß,barefoot,descalzos
3706,1,"Antonio Barbeito, experto educativo: “Ocho semanas son suficientes para que los alumnos descansen”",Ruhen Sie sich aus.,rest”,descansen”
3707,1,Feijóo descarga de presión a sus barones y reclama medidas “de Estado” y el despliegue del Ejército,Download,download,descarga
3708,1,"La Aemet espera que la ola de calor termine el martes, pero no descarta una nueva el jueves",ausgeschlossen,discards,descarta
3709,1,Desconectar mientras compras vocal: por qué el verano es buen momento para los concursos diarios,Abschalten,Disconnect,Desconectar
3710,1,Entre el cansancio y la desconfianza: Europa es la esperanza de los ucranios para un acuerdo que no ceda ante Rusia,Misstrauen,Mistrust,desconfianza
3711,1,Un crucero íntimo a las Cícladas más desconocidas: el escondite perfecto en Grecia para las vacaciones,unbekannt,unknown,desconocidas
3712,1,"Interior cifra en 16 los incendios forestales activos con alto nivel de riesgo, con las llamas descontroladas entre Zamora y Ourense",außer Kontrolle geraten,out of control,descontroladas
3713,1,Un yate se incendia en Formentera y acaba hundiéndose tras descontrolarse el fuego,Unkontrolliert bleiben,Uncontrollable,descontrolarse
3714,1,"Descubierta una nueva luna de Urano, gracias al telescopio espacial ‘James Webb’",Entdeckt,Uncovered,Descubierta
3715,1,Una experiencia de alquiler de casas singulares y únicas para descubrir el Baix Empordà,entdecken,discover,descubrir
3716,1,La revolución vinícola del Mediterráneo y tres vinos para descubrirla,sie zu entdecken,discover it.,descubrirla
3717,1,Aprovecha los mayores chollos de la semana en Amazon con rebajas de hasta el 77 % de descuento,Rabatt,discount,descuento
3718,1,El PP desdeña el pacto propuesto por Pedro Sánchez y el Gobierno pide responsabilidad,abscheulich,sneezing,desdeña
3719,1,"Dembélé, el futbolista distraído que puede convertise en el Balón de Oro más deseado por Francia",gewünscht,desired,deseado
3720,1,Desembarcan en Lanzarote por razones humanitarias 49 polizones que viajaban en un barco procedente de Dakar,Anlanden,Disembark,Desembarcan
3721,1,Del ‘fast food’ al ‘false food’: el arte desenmascara la comida basura,Desenmaske,unmasking,desenmascara
3722,1,"Pasiones, deseos y búsqueda de la identidad con la gastronomía como telón de fondo",Wünsche,wishes,deseos
3723,1,De las críticas en Cali a la sonrisa en Leticia: la relación entre Gustavo Petro y Francia Márquez entra en el deshielo,Entfrostung,thaw,deshielo
3724,1,El precio de deshumanizar a los inmigrantes,Entmenschlichen,dehumanize,deshumanizar
3725,1,Las designaciones arbitrales de LaLiga serán secretas hasta el día antes de cada partido,Benennungen,designations,designaciones
3726,1,De Somalia a Baleares: viaje por una de las rutas migratorias más desiguales y peligrosas del mundo,Unausgewogenheit,inequitable,desiguales
3727,1,Osasuna desmonta al Valencia en 20 minutos,Desponta,disassembly,desmonta
3728,1,Los animales que desmontan el mito del instinto maternal,demmontan,disassemble,desmontan
3729,1,“Nuestro conocimiento erótico nos fortalece”: el chat de mujeres que analizó el poder del desnudo,nackt,Naked,desnudo
3730,1,La ampliación del permiso por nacimiento genera un aluvión de consultas y reclamaciones en los despachos,Büros,dispatches,despachos
3731,1,"Disney llega a un acuerdo con Gina Carano, despedida de ‘The Mandalorian’ por sus comentarios sobre el Holocausto",Abschied,good-bye.,despedida
3732,1,"Montse Tomé, en El Larguero: “Me he sentido querida, no me duele que las jugadoras no se hayan despedido de mí públicamente”",gefeuert,I'm fired.,despedido
3733,1,¿Pueden despedirme si me pillan buscando otro trabajo?,Auf Wiedersehen.,I'll say good-bye.,despedirme
3734,1,Madrid Nuevo Norte despierta dudas entre urbanistas por su escala y diseño: “El modelo de concentración de oficinas ya no es viable”,wach,Wake up.,despierta
3735,1,"EE UU despliega 4.000 militares en aguas de América Latina y el Caribe para perseguir a los carteles, según la CNN",Despligen,deploys,despliega
3736,1,"A pesar de los desprecios, Jane Austen sigue viva 250 años después",Preisunterschiede,contempt,desprecios
3737,1,Un sistema carcelario desproporcionado,unverhältnismäßig,disproportionate,desproporcionado
3738,1,“Eva fue creada después”: el partido calvinista de Países Bajos desafía la Constitución al rechazar a las mujeres en sus listas,nach dem Einlaufen in die Schale,after”,después”
3739,1,El riesgo de desquiciar a Flick,Ausflüchten,skim,desquiciar
3740,1,Una carta destapa una grave crisis interna en el partido de Rafael Correa en Ecuador,Destapa,Uncover,destapa
3741,1,Más allá de ‘Agárralo como puedas’: las mejores comedias paródicas (y su gag más desternillante),Desternillant,desterinating,desternillante
3742,1,Kim Jong-un condecora a los soldados norcoreanos destinados a la guerra de Ucrania,bestimmt,intended,destinados
3743,1,Este juego de destornilladores y carraca es imprescindible en la caja de herramientas de los más manitas,Schraubenzieher,screwdrivers,destornilladores
3744,1,La batalla para que EE UU no destruya anticonceptivos para África se libra en Bélgica y en Francia,Zerstören,destroy,destruya
3745,1,"Covid, dana, incendios: el PP se aferra a su manual para desviar culpas crisis tras crisis",Abweichung,deflect,desviar
3746,1,Una profesora que sufrió abusos sexuales de niña enseña a detectarlos: “Es más fácil pensar que el peligro acecha en las calles que en casa”,sie zu erkennen,detect them,detectarlos
3747,1,Hay que detener a Israel,Stopp,stop,detener
3748,1,Detenida una mujer acusada de difundir datos sensibles de policías para que fueran hostigados,Gedämpft,Stopped,Detenida
3749,1,Ni cápsulas ni detergente líquido: este es el sustituto ecológico que lucha contra el desperdicio,Reinigungsmittel,detergent,detergente
3750,1,Con 16 años y a bordo de un patinete: detienen a un menor sueco que viajó a Málaga para cometer un asesinato,Hört auf!,They're stopping.,detienen
3751,1,"El “extraño” comportamiento que propagó el incendio de Larouco, el más devastador de la historia de Galicia",Verheerend,devastating,devastador
3752,1,La nueva alcaldesa de Carrascal de Barregas obliga a tres concejales del PP y dos del PSOE a devolver 8.000 euros de gastos en bares y en gasolina,zurück,return,devolver
3753,1,La DGT recomienda no cruzar una carretera en la que haya fuego y mantenerse informado,DGT,DGT,DGT
3754,1,Diablo sin vacaciones,Teufel,Devil.,Diablo
3755,1,Más allá de la subjetividad: cómo la tecnología pretende mejorar los diagnósticos psiquiátricos,Diagnosen,diagnostics,diagnósticos
3756,1,"Attaoui y Llopis, en la final de la Diamond League",Diamond,Diamond,Diamond
3757,1,Los drones de Ucrania castigan a diario a la industria petrolera rusa,täglich,daily,diario
3758,1,Descubierto en la Patagonia chilena los restos de un mamífero prehistórico con dientes parecidos a un exprimidor de naranjas,Zähne,teeth,dientes
3759,1,Ayuso se suma al discurso de Vox y afirma que la “agenda ideológica” dificulta los trabajos de prevención contra los incendios,Schwierigkeiten,difficulty,dificulta
3760,1,"Alyson Stoner, la última estrella infantil en denunciar las dificultades de crecer en Hollywood: “Eras recompensado por ser maleable y fácil de trabajar”",Schwierigkeiten,difficulties,dificultades
3761,1,Detenida una mujer acusada de difundir datos sensibles de policías para que fueran hostigados,Verbreitung,spread,difundir
3762,1,Los fantasmas de la familia real británica: Isabel II intentó reconectar con su difunto padre y la mansión embrujada de la reina Camila,Verstorbener,deceased,difunto
3763,1,Las primeras palabras de Haakon de Noruega tras la imputación de Marius Borg Høiby por cuatro delitos de violación: “Ha sido desafiante y difícil”,schwer zu häufen,difficult”,difícil”
3764,1,"Palabras en la oscuridad ante el genocidio en Gaza: “No, digamos no”",Sagen wir mal...,Let's say,digamos
3765,1,Serena Williams se convierte en la imagen de un fármaco adelgazante y narra su experiencia: “Ya no me importa lo que digan de mi cuerpo”,Sagen Sie...,Say,digan
3766,1,Digi se hace mayor también en lo laboral,Digi,Digi,Digi
3767,1,El reciclaje invisible: el camino para dignificar el oficio de quienes cuidan del planeta,dynamisieren,dignify,dignificar
3768,1,Una tarde con una cuadrilla de bomberos voluntarios: “Le dije a mi madre que no iba a un sitio peligroso”,Ich sagte:,I said,dije
3769,1,¿Quién dijo que una señal de tráfico no puede ser sexy o tener sentido del humor?,sagte:,said,dijo
3770,1,‘¿Quién lo dice? ¡Calvin Klein!’: cómo ‘Clueless’ se adelantó a los grandes dilemas de la generación Z,Dilemmas,dilemmas,dilemas
3771,1,Los municipios metropolitanos notan ya el efecto de la migración llegada de Barcelona: “Nuestros servicios no están dimensionados”,mit einer Dicke von mehr als 1 mm,dimensioned”,dimensionados”
3772,1,"Jaime Anglada, amigo del rey Felipe VI, grave tras ser arrollado en Palma por un coche que se dio a la fuga",gab,dar,dio
3773,1,"El retorno de Dioniso, el dios que nunca muere",Dioniso,Dionysus,Dioniso
3774,1,Las direcciones secretas de José Andrés para comer en Asturias: “Quien no haya bebido sidra en Mieres no conoce esta tierra”,Adressen,Addresses,direcciones
3775,1,Samantha Hudson: “El Bosco disfrutaría de mis directos”,direkt gestreckt,direct”,directos”
3776,1,El ejecutivo español Juvencio Maeztu dirigirá el 90% del negocio mundial de Ikea,Regie,will direct,dirigirá
3777,1,"Sonia Bermúdez: seria, disciplinada, de pocas palabras y, sobre todo, de la casa",diszipliniert,disciplined,disciplinada
3778,1,Ayuso se suma al discurso de Vox y afirma que la “agenda ideológica” dificulta los trabajos de prevención contra los incendios,Rede,speech,discurso
3779,1,Samantha Hudson: “El Bosco disfrutaría de mis directos”,Ich würde es genießen.,I'd enjoy it.,disfrutaría
3780,1,"Disney llega a un acuerdo con Gina Carano, despedida de ‘The Mandalorian’ por sus comentarios sobre el Holocausto",Disney,Disney,Disney
3781,1,"La edición de Madrid dejó al Primavera Sound un agujero de 16,7 millones en 2023 y puso el festival al borde de la disolución",Auflösung,dissolution,disolución
3782,1,Xiaomi lanzará un coche eléctrico en Europa en 2027 tras disparar su beneficio un 133%,schießen,shoot,disparar
3783,1,Juicios paralelos: no disparen al periodista,Schießen Sie.,Shoot.,disparen
3784,1,El PP pidió un despliegue de medios aéreos contra los incendios que duplica al del que dispone la UE,verfügt,available,dispone
3785,1,La Biblioteca de Mujeres: cuarenta años sin disponer de un espacio propio,Anordnung,arrange,disponer
3786,1,Los retos de Hansi Flick: de los problemas para inscribir a Joan García o Rashford a las disputas internas o el adiós de Iñigo,Streitigkeiten,disputes,disputas
3787,1,"Charly García, distinguido ‘honoris causa’ por la UBA: “Desde ahora pasaré a llamarme doctor”",markiert,Distinguished,distinguido
3788,1,Mano dura o brazos abiertos: la inmigración aflora las distintas almas del catolicismo español,unterschiedlich,different,distintas
3789,1,"Dembélé, el futbolista distraído que puede convertise en el Balón de Oro más deseado por Francia",abgelenkt,distracted,distraído
3790,1,Riki Blanco: la divina proporción,Göttlich,divine,divina
3791,1,"Emma Thompson confiesa que Donald Trump la invitó a salir el mismo día que se formalizó su divorcio: “O sea, eso es acoso”",Scheidung,divorce,divorcio
3792,1,"El Padre Guilherme, un ‘cura DJ’, pincha por primera vez en España",DJ HELIOS,DJ’,DJ’
3793,1,"Dmitri Medvédev, de presidente ‘modernizador’ de Rusia a profeta fustigador de Occidente",Dmitri,Dmitri,Dmitri
3794,1,"Do Kwon se declara culpable por el colapso de la ‘stablecoin’ TerraUSD, el mayor fraude del mercado cripto",Do,Do,Do
3795,1,RTVE sigue moviendo las tardes de La 1: dobla ‘Malas lenguas’ y deja el futuro de ‘La pirámide’ en duda,Biegen Sie,double,dobla
3796,1,Pongamos en valor el dobles,Doppelgänger,doubles,dobles
3797,1,Marc Márquez sigue de dulce en el Mundial de MotoGP: gana por primera vez en Austria en otro doblete junto a su hermano,Doppelt,doublet,doblete
3798,1,Tres hermanas mueren en el naufragio de un bote cargado con docenas de migrantes cerca de Italia,Dutzende,dozens,docenas
3799,1,"Charly García, distinguido ‘honoris causa’ por la UBA: “Desde ahora pasaré a llamarme doctor”",Dr. Hlaing,doctor”,doctor”
3800,1,"Kelvin, víctima inocente de los Dominican Don’t Play: “Estaba en el sitio equivocado”",Dominican,Dominican,Dominican
3801,1,CaixaBank refuerza su dominio en pagos móviles al alcanzar casi cinco millones de clientes,Domäne,domain,dominio
3802,1,Los diez días en los que Gavin Newsom dominó el lenguaje MAGA para enfurecer a los simpatizantes de Trump,Domino,domino,dominó
3803,1,Una marea de escombros del siglo XIX inunda la playa donostiarra de Ondarreta,Dostiarra,donostiarra,donostiarra
3804,1,"Kelvin, víctima inocente de los Dominican Don’t Play: “Estaba en el sitio equivocado”",Don Hlaingt,Don’t,Don’t
3805,1,España arranca el Mundial de gimnasia rítmica con ambición tras una temporada dorada,Gold,golden,dorada
3806,1,‘La edad dorada’ se confirma como la serie más adictiva del verano,Goldbutt,golden’,dorada’
3807,1,José Sánchez (Dorsia): “Las intervenciones estéticas a veces cambian vidas”,Dorsia,Dorsia,Dorsia
3808,1,Muere el dramaturgo y actor gallego Manuel Lourenzo a los 82 años,Dramatiker,playwright,dramaturgo
3809,1,Trump ordena al Ejército de Estados Unidos combatir a los cárteles de la droga extranjeros,Droge,drug,droga
3810,1,A Mari Carmen Muñoz le tocó ese día hacer el reparto de legumbres y murió atropellada en Madrid por un hombre drogado,Betäubung,drugged,drogado
3811,1,Léo Billon y Enzo Oddo revolucionan la historia del Dru con una escalada imposible,Dru,Dru,Dru
3812,1,Un techo contra el sinhogarismo entre las personas LGTBIQ+: “Gracias a ellos pude ducharme y dormir en una cama de verdad”,Duschen,showering,ducharme
3813,1,RTVE sigue moviendo las tardes de La 1: dobla ‘Malas lenguas’ y deja el futuro de ‘La pirámide’ en duda,Zweifel,doubt,duda
3814,1,Madrid Nuevo Norte despierta dudas entre urbanistas por su escala y diseño: “El modelo de concentración de oficinas ya no es viable”,Zweifel,doubts,dudas
3815,1,"Montse Tomé, en El Larguero: “Me he sentido querida, no me duele que las jugadoras no se hayan despedido de mí públicamente”",Es tut weh.,It hurts.,duele
3816,1,"Estée Lauder, dueña de Clinique y Mac, cae con fuerza en Bolsa pese a prever un aumento de las ventas este año",Besitzerin,owner,dueña
3817,1,Los dueños de los patinetes deberán contratar un seguro a partir del próximo enero,Eigentümer,owners,dueños
3818,1,Marc Márquez sigue de dulce en el Mundial de MotoGP: gana por primera vez en Austria en otro doblete junto a su hermano,Süßigkeiten,sweet,dulce
3819,1,Diez recetas dulces y saladas para aprovechar el esplendor de las frutas de verano,Süßigkeiten,sweets,dulces
3820,1,"El velero varado en una duna fósil y confiscado en una operación antidroga, nueva atracción turística de Xàbia",Düne,dune,duna
3821,1,El PP pidió un despliegue de medios aéreos contra los incendios que duplica al del que dispone la UE,Duplikat,double,duplica
3822,1,La Aemet vuelve a ampliar la duración de la ola de calor al menos hasta el miércoles,Dauer,duration,duración
3823,1,De David y Victoria Beckham a Javier Bardem y Penélope Cruz: 20 famosas parejas y sus claves para un matrimonio duradero,langlebig,Lasting,duradero
3824,1,Que sea eterno mientras dure,Dauer,last,dure
3825,1,"Marta Luisa de Noruega y el chamán Durek Verrett, protagonistas de un documental de Netflix sobre su historia de amor",Durek,Durek,Durek
3826,1,"Campeonas de Europa y a por el Mundial: “El verano se hace duro, pero estamos viviendo algo único”",hart,hard,duro
3827,1,"Polvo de verano: ‘La avidez’, por Elizabeth Duval",Duval,Duval,Duval
3828,1,"Florida ejecuta a otro preso con inyección letal, la décima pena de muerte en ese Estado en solo ocho meses",Zehntel,tenth,décima
3829,1,Los 12 de España para el Eurobasket: sin Alberto Díaz y con dos bases novatos,Diaz,Díaz,Díaz
3830,1,La Fiscalía de Madrid pide imputar a Leire Díez por el posible intento de soborno de dos fiscales,Zehn.,Diez,Díez
3831,1,Los mercados emergentes apuntan alto ante la debilidad del dólar,Dollar,Dollar,dólar
3832,1,El dúo formado por Vinicius y Mbappé mide la capacidad de seducción de Xabi Alonso,Duo,duo,dúo
3833,1,La leyenda de Ea-Nasir,Ea-Nasir,Ea-Nasir,Ea-Nasir
3834,1,"‘Metal Gear Solid: Snake Eater’, el regreso de un videojuego con historia, polémica y expectativa",Eater Hlaing,Eater’,Eater’
3835,1,Es mejor echarse una siesta que levantar el país,runtergeworfen werden,To lie down,echarse
3836,1,Umberto Eco y la vecina argentina de Valencia a la que ‘salvó’ de la dictadura,Echo,Echo,Eco
3837,1,¿Qué tiene que ver la cetrería con la ecología?,Ökologie,ecology,ecología
3838,1,Ni cápsulas ni detergente líquido: este es el sustituto ecológico que lucha contra el desperdicio,Umweltverträglichkeit,ecological,ecológico
3839,1,Joseph Oughourlian: “Los medios ayudamos a que funcionen la democracia y la economía”,SLOWENIEN,economy”,economía”
3840,1,Un potencial ‘shock’ económico pone en jaque los dividendos de 24 bancos europeos,Wirtschaft,economic,económico
3841,1,"La edición de Madrid dejó al Primavera Sound un agujero de 16,7 millones en 2023 y puso el festival al borde de la disolución",Ausgabe,editing,edición
3842,1,A la espera del concierto de Oasis en Edimburgo,Edinburgh,Edinburgh,Edimburgo
3843,1,La vuelta al cole con Lenovo EDU Store: ofertas exclusivas para estudiantes y profesores,EDU,EDU,EDU
3844,1,"Un amor de verano de... Eduardo Madina: ‘Mujeres que miran a hombres, hombres que miran a mujeres’",Eduardo,Eduardo,Eduardo
3845,1,"Queremos hijos resilientes, pero ¿sabemos educar en este valor?",Bildung,education,educar
3846,1,La falta de avances en la reforma del profesorado amenaza con desatar una tormenta educativa en el inicio de curso,Bildung,education,educativa
3847,1,Dos Adanes en un Edén tropical,Eden,Eden,Edén
3848,1,La UE acelera las concesiones a Trump para hacer efectivo el arancel del 15% en sus coches,Bargeld,Cash,efectivo
3849,1,Del dispositivo “suficiente” al caos: Castilla y León y Galicia tuvieron efectivos parados mientras montes y pueblos ardían,effektiv,Actual,efectivos
3850,1,"Egipto prepara una nueva ronda de negociaciones entre Israel y Hamás, en plena ofensiva sobre Gaza",Ägypten,Egypt,Egipto
3851,1,"El uso de ChatGPT como psicólogo crece, pero tiene sus riesgos: refuerza el egocentrismo y las ideas paranoides",Egozentrismus,egocentrism,egocentrismo
3852,1,EH Bildu y ERC exigen a Sánchez “más nación” para Euskadi y Cataluña “frente a la ola reaccionaria”,EH,EH,EH
3853,1,"Aragón homenajea a Javier Lambán en Ejea de los Caballeros, su localidad natal",Achse,Axis,Ejea
3854,1,"Florida ejecuta a otro preso con inyección letal, la décima pena de muerte en ese Estado en solo ocho meses",ausgeführt,executes,ejecuta
3855,1,Israel llama a filas a 60.000 reservistas para poder ejecutar la toma de Ciudad de Gaza,Ausführen,execute,ejecutar
3856,1,Los primeros ejecutivos de la casa ya se imponen al fichaje estrella,Führungskräfte,Executives,ejecutivos
3857,1,Llega la osofobia a España: cuatro ejemplares muertos en Asturias a manos de furtivos en un año,Exemplare,copies,ejemplares
3858,1,California responde a Texas y modifica sus mapas electorales para anular la ventaja republicana en el Congreso,Wahlbeteiligungen,elections,electorales
3859,1,Los centros de datos secan el puerto de Marsella: “Consumen enormes cantidades de electricidad”,"Elektro- und Elektronik-Altgeräte (z. B. Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-, Elektro-,",electricity”,electricidad”
3860,1,Aesop o el fenómeno de los jabones de lujo asequibles que transforman tu baño en una experiencia más elegante,elegant,elegant.,elegante
3861,1,Cómo saber si la soledad de tu hijo adolescente es elegida o no: “No necesariamente están apáticos o lloran”,gewählt,elected,elegida
3862,1,¿Quién debería elegir las extraescolares: los padres o los hijos?,Wählen,choose,elegir
3863,1,"Luz Elena González: “No estamos en contra de la inversión privada, es fuente importante del desarrollo de México”",Elena,Elena,Elena
3864,1,Cuando los políticos eligen a sus votantes,wählen,choose,eligen
3865,1,El gel que elimina el pintauñas en solo una pasada: adiós al esmalte en 3 minutos,entfernt,deletes,elimina
3866,1,"Polvo de verano: ‘La avidez’, por Elizabeth Duval",Elizabeth,Elizabeth,Elizabeth
3867,1,"Dos ataques israelíes contra el hospital Nasser en Gaza matan al menos a 20 personas, entre ellas cinco periodistas",{\cH00FFFF},They're... they're... they're... they're... they're... they're... they're... they're... they're... they're... they're... they're... they're... they're... they're... they're... they're... they're... they're... they're... they're... they're... they're... they're...,ellas
3868,1,“Que los pobres se peleen entre ellos”: el ‘remake’ de ‘Perseguido’ reaviva la obsesión por los concursos mortales,sie sind gesäubert,they”,ellos”
3869,1,Maluma elogia en un concierto la gestión de Bukele: “Colombia tiene mucho que aprender de El Salvador”,Lob,praises,elogia
3870,1,"‘Nuevo elogio del imbécil’, cínico alegato sobre la extinción de la inteligencia",Lob,eulogy,elogio
3871,1,Esta lima de uñas eléctrica sirve para tu bebé y para ti si te dan dentera las limas convencionales,elektrisch,electric,eléctrica
3872,1,Las eléctricas europeas hacen valer su perfil defensivo con expectativas de fuerte crecimiento,elektrisch,electrical,eléctricas
3873,1,Xiaomi lanzará un coche eléctrico en Europa en 2027 tras disparar su beneficio un 133%,elektrisch,electric,eléctrico
3874,1,La angustia consume a Ciudad de Gaza ante la anunciada invasión israelí: ¿Cómo voy a sobrevivir estando embarazada?”,schwanger,pregnant,embarazada
3875,1,"Violaciones grupales, embarazos forzados y transmisión de enfermedades: los crímenes cometidos en Tigray para destruir la capacidad reproductiva de una etnia",Schwangerschaften,pregnancy,embarazos
3876,1,España recibe un triple golpe judicial en EE UU por el recorte renovable y abre la puerta a más embargos,Embargos,embargoes,embargos
3877,1,"Kilmar Abrego García, emblema de las críticas a la política migratoria de Trump, queda en libertad",Emblem,emblem,emblema
3878,1,"Bienvenido al plató de los ‘influencers’, una de las plazas más emblemáticas de Madrid",emblematisch,flagships,emblemáticas
3879,1,¿Se puede embotellar las vacaciones? cómo el fundador de L’oréal inventó el olor a verano,Flaschen,bottling,embotellar
3880,1,Los fantasmas de la familia real británica: Isabel II intentó reconectar con su difunto padre y la mansión embrujada de la reina Camila,Verzaubert,bewitched,embrujada
3881,1,Emergencias advierte de la mala calidad del aire en Madrid y pide evitar estar en exteriores por largo tiempo,Notfälle,Emergencies,Emergencias
3882,1,Los mercados emergentes apuntan alto ante la debilidad del dólar,Neuankömmlinge,Emergencies,emergentes
3883,1,Eminem recuerda sus peores momentos en un documental: “Después de la sobredosis pensé que iba a morir si no hacía algo”,Eminem,Eminem,Eminem
3884,1,La emiratí Taqa entra en España tras no lograrlo con Naturgy con la compra de GS Inima por 1.000 millones,Emirati,emirati,emiratí
3885,1,Los vecinos de Huelva se plantan ante la emisión de gases industriales contaminantes: “Esta ciudad se asfixia”,Ausgabe,issue,emisión
3886,1,"Emma Thompson confiesa que Donald Trump la invitó a salir el mismo día que se formalizó su divorcio: “O sea, eso es acoso”",Emma,Emma,Emma
