,count,example,word-de,word-en,word-es,word-fr,word-zh
2404,1,"Charlamagne tha God casts doubt on potential Harris 2028 run, urges Dems to throw 'old regime' under the bus",Charlamagne,Charlamagne,Charlamagne,Charlamagne,沙拉曼语Name
2405,1,"Meta AI docs exposed, allowing chatbots to flirt with kids",Chatbots,chatbots,chatbots,chatbots,闲 闲 闲 闲 闲
2406,1,OpenAI limits ChatGPT’s role in mental health help,ChatGPTs,ChatGPT’s,ChatGPT’s,Clavardage,查热GPT的
2407,1,"ICE arrests Abrego Garcia at Maryland check-in, lawyer says",Einchecken,check-in,check-in,enregistrement,报到登入
2408,1,"Washington Post's effort to court conservatives could drive away its liberal readers, ex-fact checker warns",Prüfer,checker,Comprobador,vérificateur,校对器
2409,1,A hunting gear checklist for beginner hunters,Checkliste,checklist,lista de verificación,liste de contrôle,核对清单清单
2410,1,'Next Level Chef' challenges American food norms with 'bug bite' ingredients,"Küchenchef""",Chef',Chef',Chef,主厨
2411,1,AI helps chemists develop tougher plastics,Chemiker,chemists,químicos,chimistes,化学家
2412,1,Trump reveals his game plan for meeting with Putin in Alaska: 'It's like chess',"Schach""",chess',ajedrez',aux échecs,象棋
2413,1,Chiefs' Xavier Worthy reacts after Taylor Swift reveals how excited she was team drafted him,"Häuptlinge""",Chiefs',Jefes,Chefs,酋长们
2414,1,Do you trust a system that's failing at education to handle your child's mental health?,Kinder,child's,niños,de l'enfant,儿 童 儿 童
2415,1,"Snoop Dogg criticizes LGBTQ characters in children's movies, laments kids 'going to ask questions'",Kinder,children's,niños,pour enfants,儿 童 儿 童
2416,1,"Yankees star Jazz Chisholm Jr commits egregious baserunning blunder, faces social media backlash","L 347 vom 20.12.2013, S. 671.",Chisholm,Chisholm,Chisholm,Chisholm Chisholm 奇肖姆
2417,1,"Google rolls out 'preferred sources' feature, allowing users to choose outlets that appear within Top Stories",wählen,choose,elegir,choisir,选择
2418,1,"Chris Pratt wishes RFK Jr., Trump admin success, advises against being 'mired in hatred' for the president","- Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",Chris,Chris,C'est moi qui l'ai fait.,克里斯
2419,1,"Rubio decries ‘Jesus Christ Superstar’ performance, says anti-Christian attacks are nothing new",Herrgott noch mal!,Christ,Cristo,Seigneur,基督基督基督基督基督
2420,1,"South Korea's move to lower tensions with Kim Jong Un threatens 400,000 Christians",Christen,Christians,Cristianos,Chrétiens,基督教徒
2421,1,"Ancient Christian church reveals mysterious 1,600-year-old warning to nonbelievers: 'Only the righteous'",Kirche,church,iglesia,église,教会教堂
2422,1,"Meet Mamdani's radical advisory circle that includes communist activist, anti-Israel advocates",Kreis,circle,círculo,cercle,圆圆圆
2423,1,Kamala Harris' major California announcement triggers circular Dem firing squad,kreisförmig,circular,circular,circulaire,通知
2424,1,Bondi DOJ names and shames 35 sanctuary jurisdictions that ‘put American citizens at risk’,Bürger,citizens,ciudadanos,citoyens,公民 公民 公民 公民 公民
2425,1,"As Trump intervenes in DC's crime crisis, another violent city's DA gets a challenger from inside the tent",Stadt,city's,de la ciudad,de la ville,城市
2426,1,The colourful civic groups that hold Germany together,staatsbürgerlich,civic,cívico,Citoyens,公民教育
2427,1,Luigi Mangione defense shared same records they claimed constituted privacy violation: prosecutors,geltend gemacht,claimed,reclamado,réclamés,索赔
2428,1,Kelly Clarkson remained protective of ex Brandon Blackstock despite legal battle and messy divorce,Clarkson,Clarkson,Clarkson,Clarkson,克拉克森
2429,1,England’s white working class falls further behind at exams,Klasse,class,clase,classe,班级
2430,1,Get up to 83% off lifetime licenses for Acrobat Classic and Microsoft Office Professional,Klassisch,Classic,Clásico,Classique,古典
2431,1,"Trump assassination attempt suspect Ryan Routh can't see classified info relating to case, judge rules",klassifiziert,classified,clasificadas,classé,被划为
2432,1,Connecticut teacher fears classroom cross dispute could cost her job,Klassenzimmer,classroom,aula,salle de classe,课堂教室
2433,1,"Roger Clemens thanks Trump for Baseball Hall of Fame support, hits back at critics",Klemens,Clemens,Clemens,Clemens,克莱门斯
2434,1,Ted Danson admits leaving 'Cheers' was like jumping off a cliff,Klippe,cliff,acantilado,falaise,悬崖
2435,1,Trump closes out 30th week in office with 'very warm' high-stakes Putin meeting,schließt,closes,se cierra,fermeture,关闭
2436,1,Why Turkey’s football clubs can pay more cash for talent,Vereine,clubs,tréboles,clubs,俱乐部俱乐部俱乐部
2437,1,"SummerSlam Night 1 will see CM Punk go for gold, Roman Reigns' return",CM,CM,CM,Annexe V. Partie I,内中华内中
2438,1,CNN's Dana Bash roasted for calling Jan. 6 'most violent moment in recent history' after Trump crime presser,CNN's,CNN's,CNN's,CNN's,CNN的
2439,1,Suzanne Somers’ final wish led her widower to romance with actress's co-star,Co-Star,co-star,coestrella,Co-étoile,子子星
2440,1,Divers reveal images of 321-year-old shipwreck in remarkable condition off coast,Küste,coast,costa,côte,沿海海岸
2441,1,WWE legend's daughter dishes on life-changing injuries she suffered on roller coaster ride,Untersetzer,coaster,posavasos,sous-verre,海岸
2442,1,Ivory Coast’s president is overstaying his welcome,Küsten,Coast’s,Costa,Côtes,海岸
2443,1,"Woman goes blind after drinking tainted cocktail, plus red meat can help your mood",Cocktail,cocktail,cóctel,cocktail,鸡尾酒
2444,1,Don’t run on empty – save 20% on Belkin chargers with our exclusive discount code,Code-Code,code,código,code,代码代码代码
2445,1,Codie Sanchez says money is the sword of the 21st Century. She wants to arm more Americans,Codie,Codie,Codie,Codie,科 科 科
2446,1,CNN panel shreds Harris' Colbert interview for her lack of solutions after 'six months to figure it out',"- Colbert. - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",Colbert,Colbert,Colbert,高拔
2447,1,NFL employee shot in lobby by gunman warned colleagues upstairs before calling 911,Kolleginnen und Kollegen,colleagues,colegas,collègues,同事和同事
2448,1,"Billy Joel to close Long Island motorcycle shop, auction off collection due to brain disorder diagnosis",Sammlung,collection,recogida,Recouvrement,收藏收藏
2449,1,Trump visa policies force colleges to scramble as international students vanish: report,Hochschulen,colleges,Escuelas superiores,collèges,高等专科学校
2450,1,Veteran who served in Middle Eastern wars launches campaign against Sen. Susan Collins,Collins (S). - (EN) Herr Präsident!,Collins,Collins,États-Unis d'Amérique,柯林斯林
2451,1,"AI tools could weaken doctors' skills in detecting colon cancer, study suggests",Doppelpunkt,colon,colon,côlon,结结结结结结结结结结结结
2452,1,FIRST ON FOX: Retired Air Force colonel who piloted last flight out of Afghanistan reveals new mission,Oberst,colonel,Coronel,Colonel,上校上校
2453,1,"Cancer vaccine shows promise in preventing recurrence of pancreatic, colorectal tumors",colorektal,colorectal,colorrectal,colorectale,颜色直白
2454,1,The colourful civic groups that hold Germany together,bunt,colourful,colorido,coloré,彩色
2455,1,Columbia student says Mamdani becoming mayor would be ‘scary’ for Jewish students in New York,Kolumbien,Columbia,Colombia,Colombie,哥伦比亚 哥伦比亚 哥伦比亚 哥伦比亚
2456,1,Wash Post columnist says Meta's new community notes fact-checking system 'nowhere near up to the task',Kolumnist,columnist,columnista,chroniqueur,列词
2457,1,"Braves, Reds combine for historic 16-run 8th inning in wild game",kombinieren,combine,combinar,combiner,组合
2458,1,MSNBC to change name to 'MS NOW' in Comcast spinoff deal,Inhalt,Comcast,Comcast,Comcast,广播
2459,1,Comedian Matt Rife’s new e.l.f make-up ad becomes latest celebrity ad generating outrage online,Komiker,Comedian,Comediano,Comédien,喜剧演员
2460,1,First RIT women's track runner comes forward about sharing team and locker room with viral trans athlete,kommt,comes,viene,vient,来
2461,1,"'Super Funny' comic Nate Jackson declares that's 'a wrap' on cancel culture, phenomenon is over",Komisch,comic,cómic,BD,连环漫画
2462,1,Tom Hanks salutes Jim Lovell after Apollo 13 commander dies at 97,Befehlshaber,commander,comandante,commandant,指挥官 指挥官
2463,1,Melania Trump commemorates 200 days since resuming role as first lady,erinnert sich,commemorates,conmemoraciones,commémorations,纪念纪念日
2464,1,Yankees broadcaster David Cone reveals secret behind his legendary 'Coney-isms' commentary style,Anmerkungen,commentary,comentario,commentaire,评注评注
2465,1,DJ Alison Wonderland slams social media users over sexualized comments on Shaq photo: 'Loser behavior',Bemerkungen,comments,Comentarios,commentaires,评论评论评论
2466,1,"Yankees star Jazz Chisholm Jr commits egregious baserunning blunder, faces social media backlash",Verpflichtet,commits,commits,commits,承诺
2467,1,"Meet Mamdani's radical advisory circle that includes communist activist, anti-Israel advocates",Kommunist,communist,comunista,communiste,共产主义
2468,1,Trump admin slams ACLU for comparing ICE center to Japanese internment camp: 'Deranged and lazy',Vergleich,comparing,comparar,Comparaison,比较比较
2469,1,Ex-LSU coach makes bold Arch Manning comparison ahead of Texas' 1st game of 2025,Vergleich,comparison,comparación,comparaison,比较对比比较
2470,1,Virginia AG's findings from investigation into Roanoke College trans swimmer incident released by complainants,Beschwerdeführer,complainants,denunciantes,requérants,申诉人投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉
2471,1,Congressman whose DC apartment complex was robbed blasts Democrats for criticizing Trump crime crackdown,komplex,complex,complejo,complexe,复杂复杂
2472,1,Youssef Marzouk appointed associate dean of MIT Schwarzman College of Computing,Datenverarbeitung,Computing,Computación,Informatique,电子计算
2473,1,Chargers' Quentin Johnston suffers concussion on hard hit from Rams defensive back,Gehirnerschütterung,concussion,conmoción cerebral,commotion cérébrale,脑震荡
2474,1,Man charged with disorderly conduct and indecent exposure after WNBA sex toy incident,Verhalten,conduct,conducta,conduite,行为 行为
2475,1,Yankees broadcaster David Cone reveals secret behind his legendary 'Coney-isms' commentary style,Fesseln,Cone,Cono,Cône,锥体
2476,1,"Tankinis for coverage, support and confidence at the beach",Vertrauen,confidence,confianza,confiance,信任
2477,1,Browns' Shedeur Sanders confident he'll make final roster despite struggles vs Rams,zuversichtlich,confident,Confiar,confiance en soi,有自信
2478,1,'Not welcome here': Staten Island activist arrested after confronting NYC mayoral candidate,Konfrontieren,confronting,hacer frente a,face à face,A. 面对挑战
2479,1,Democrats escalate anti-Trump lawfare by targeting Congress in Planned Parenthood funding fight,Tagung,Congress,Congreso,Congrès,预防犯罪大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会大会
2480,1,Connecticut teacher fears classroom cross dispute could cost her job,Connecticut,Connecticut,Connecticut,Connecticut,康涅狄格州
2481,1,Meet the former Soros foundation exec connecting Obama world with Mamdani campaign,Verbindung,connecting,conectar,connexion,连接连接
2482,1,Trump doubles down on 'very severe' consequences threat if Putin blocks peace process,Folgen,consequences,consecuencias,conséquences,后果后果
2483,1,Pierce Brosnan would consider James Bond return if director had 'something up his sleeve',in Erwägung nachstehender Gründe:,consider,considerar,envisager,考虑考虑
2484,1,Luigi Mangione defense shared same records they claimed constituted privacy violation: prosecutors,gebildet,constituted,constituida,constituée,已组成
2485,1,Trump ally Bukele's party amends El Salvador constitution to allow indefinite presidential re-election,Verfassung,constitution,Constitución,Constitution,宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法、宪法
2486,1,Consultant management: McKinsey loses its shine,Berater,Consultant,Consultant,Consultant,顾问顾问顾问顾问顾问顾问顾问顾问顾问顾问顾问顾问顾问
2487,1,Do consultants make good CEOs?,Berater,consultants,consultores,consultants,咨询人咨询人 咨询人咨询人
2488,1,Mookie Betts reveals what makes Brewers legit World Series contenders: 'Good recipe over there',Anwärter,contenders,contendientes,prétendants,竞争者
2489,1,Scott Wolf claims estranged wife planned 'false allegations' against him in contentious divorce proceedings,streitsüchtig,contentious,contencioso,litigieux,有争议
2490,1,Chicago Sky game becomes latest WNBA contest disrupted by sex toy being thrown on court as arrests continue,Wettbewerb,contest,concurso,concours,竞赛比赛
2491,1,Over 55 million visa holders subjected to continuous vetting amid Trump admin crackdown,kontinuierlich,continuous,continuo,continu,连续连续
2492,1,Vikings male cheerleaders seen in same bathroom as female counterparts in controversial social media video,umstritten,controversial,controversial,controverse,有争议
2493,1,"Las Vegas tourism controversies, plus 9 high-fiber bread options",Kontroversen,controversies,Controversias,controverses,争议争议
2494,1,Best gas-station restaurants defy food conventions with fresh burgers and country ham,Übereinkommen,conventions,convenciones y convenciones,de l ' homme et des libertés fondamentales,公约公约公约
2495,1,Montana fugitive's brother serving life sentence for separate murder conviction in same town,Überzeugung,conviction,condena,déclaration de culpabilité,定罪
2496,1,"JD Vance 'directly' convinced UK to drop Apple backdoor data demand, protecting Americans' rights: US official",überzeugt,convinced,convencido,Convaincus,有说服力
2497,1,Cook like Gordon Ramsay: Save up to 54% on HexClad pots and pans this Labor Day,Kochen,Cook,Cocinar,Cuire,厨 厨 厨 厨 厨 厨 厨 厨 厨 厨 厨 厨 厨 厨 厨 厨 厨 厨 厨 厨 厨
2498,1,Multiple US cancer centers hit in coordinated phishing breach,koordiniert,coordinated,coordinado,coordonnée,协调协调
2499,1,Francis Ford Coppola's treatment sheds light on heart condition affecting millions,Coppola's,Coppola's,Coppola's,Chez Coppola,哥波拉的
2500,1,"Cornyn takes swing at James, Schiff with new LETITIA Act targeting 'crooked politicians'",Cornyn,Cornyn,Cornyn,Maïs,康康环
2501,1,"DAVID MARCUS: Cracker Barrel abandons customers, trading authenticity for corporate slop",Unternehmen,corporate,empresa,entreprises,公司
2502,1,Sen. Cory Booker refuses to endorse Zohran Mamdani,Cory,Cory,Cory,Cory,孔数
2503,1,Priced out in Las Vegas? 5 costly steaks that can cut into tourists' wallets,Kostenaufwand,costly,costoso,coûteux,费用昂贵
2504,1,"Israel set to launch Gaza City offensive: High stakes, high costs ahead",Kosten,costs,Costos,Coûts,费用费用
2505,1,Jason Biggs says 'American Pie' couldn't be made today but explains why it still works,Konnte nicht,couldn't,No podía.,n'a pas pu,不能
2506,1,"Trump administration cares more about son’s death than DC Council, mother of slain GOP intern says",Der Präsident. — Das Wort hat die Fraktion der Europäischen Volkspartei (Christlich-Demokratische Fraktion).,Council,y Social,Conseil,理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会下理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会理事会
2507,1,"Danville, Virginia councilman faces possible 'years' of rehab after gasoline attack, boss says",Mitglied des Rats,councilman,concejal,conseiller,政务委员
2508,1,"Former NYC councilmember blasts Mamdani, says race for mayor ‘is not even close to over’",Mitglied des Rates,councilmember,miembro del consejo,membre du conseil,理事会成员
2509,1,Trump confirms 2 nuclear submarines are 'in the region' to counter Russia,Zähler,counter,contador,compteur,柜式
2510,1,Vikings male cheerleaders seen in same bathroom as female counterparts in controversial social media video,Gegenstücke,counterparts,contrapartes,homologues,对应对应方
2511,1,Democratic governor declares state of emergency in crime-ridden county,Bezirk,county,condado,comté,县县县县
2512,1,Friends unveil Devil's Den couple's haunting final message before deadly park ambush,Pärchen,couple's,de la pareja,de couple,夫妇
2513,1,Kentucky dad rages after court-approved release of repeat offender leads to family’s kidnapping,gerichtlich zugelassen,court-approved,aprobado por el tribunal,approuvé par le tribunal,经法院批准
2514,1,"Tankinis for coverage, support and confidence at the beach",Erfassungsbereich,coverage,cobertura,couverture,涵盖范围
2515,1,Trump gave the Oval Office a gilded makeover – and covered the cost himself,abgedeckt,covered,cubiertos,couvert,涵盖
2516,1,Cuomo addresses COVID-era decisions as NYC mayoral race brings renewed light to past criticism,KOVID-Ära,COVID-era,COVID-ERA,Période COVID,COVID 时代
2517,1,WWE fans react to Brock Lesnar's return amid sex trafficking case involvement: 'Just coward stuff',Feigling,coward,cobarde,lâche,懦夫
2518,1,Cowboys owner blames Micah Parsons’ agent for stalled contract negotiations: ‘Told us to stick it up our a--’,Cowboys,Cowboys,Vaqueros,Cowboys,牛仔牛仔
2519,1,Pakistan’s army chief is cozying up to Donald Trump,Gemütlichkeit,cozying,acogimiento,Cosmétiques,休眠
2520,1,Biden judge frees teens tied to ex-DOGE staffer's assault as Trump cracks down on crime,Risse,cracks,grietas,fissures,断裂
2521,1,Texas company creates drones to confront school shooters in seconds,erstellt,creates,crea,crée,创建创建
2522,1,PGA Tour golfer Ben Griffin says he 'overdosed' on creatine amid bad start to BMW Championship final round,Kreatin,creatine,creatina,créatine,脊脂
2523,1,Travis Kelce takes credit for turning Taylor Swift into an 'engulfed' football fan,Kredit,credit,Crédito,crédit créditeur,信贷信贷信贷
2524,1,Democratic governor declares state of emergency in crime-ridden county,Verbrechensverbrechen,crime-ridden,de delitos cometidos,Criminalité,犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪
2525,1,ICE arrests illegal immigrant who was released despite charges of sex crimes against children,Verbrechen,crimes,delitos graves,Criminalités,罪行
2526,1,"As Trump intervenes in DC's crime crisis, another violent city's DA gets a challenger from inside the tent",Krise,crisis,crisis,crise,危机危机危机危机危机
2527,1,"New York Times guest writer argues 'boy crisis' is 'overblown,' citing anti-feminist backlash","Krise""",crisis',crisis»,crise»,危机危机
2528,1,Trump is taking decisive action to bring this critical industry back to American soil,kritisch,critical,crítica,critique,关键
2529,1,Cuomo addresses COVID-era decisions as NYC mayoral race brings renewed light to past criticism,Kritik,criticism,crítica,critiques,批评批评
2530,1,"Snoop Dogg criticizes LGBTQ characters in children's movies, laments kids 'going to ask questions'",kritisiert,criticizes,critica,critique,批评批评
2531,1,Congressman whose DC apartment complex was robbed blasts Democrats for criticizing Trump crime crackdown,Kritik,criticizing,criticando,critiquer,批评
2532,1,Connecticut teacher fears classroom cross dispute could cost her job,Kreuz,cross,cruz,croix,交叉
2533,1,'General Hospital' star says goodbye to Los Angeles after 35 years with cross-country move,Länderübergreifend,cross-country,cross-country,à l ' échelle du pays,跨国
2534,1,Illegal immigrant accused of killing 3 in Florida highway crash crossed border into California in 2018: DHS,gekreuzt,crossed,cruzado,croisées,跨越
2535,1,Trump backs Keegan Bradley as Ryder Cup captain set to make crucial decision,entscheidend,crucial,crucial,cruciale,关键
2536,1,Tom Cruise turns down Trump’s Kennedy Center Honors invite: report,Kreuzfahrt,Cruise,Crucero,Croisière,游游
